sentence1,sentence2,similarity,is_similar
The motorcycle sped past the traffic with a deafening roar.,The motorcycle leaned sharply as he turned the corner.,0.47154998779296875,False
The motorcycle sped past the traffic with a deafening roar.,His dream was to ride a motorcycle along the Pacific Coast Highway.,0.4392349123954773,False
The motorcycle sped past the traffic with a deafening roar.,The sound of the motorcycle echoed through the canyon.,0.6446303129196167,True
The motorcycle sped past the traffic with a deafening roar.,She revved the motorcycle and disappeared into the mist.,0.4578297734260559,False
The motorcycle sped past the traffic with a deafening roar.,That motorcycle is custom-built for racing.,0.39956071972846985,False
The motorcycle sped past the traffic with a deafening roar.,He wore a leather jacket to match his motorcycle.,0.4135931134223938,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle skidded slightly on the wet pavement.,0.45619305968284607,False
The motorcycle sped past the traffic with a deafening roar.,A sleek red motorcycle caught everyone's attention.,0.5889933705329895,True
The motorcycle sped past the traffic with a deafening roar.,They rode the motorcycle through winding mountain roads.,0.5656301975250244,True
The motorcycle sped past the traffic with a deafening roar.,The motorcycle’s engine purred like a content cat.,0.48246297240257263,False
The motorcycle sped past the traffic with a deafening roar.,He fell off the motorcycle but walked away unhurt.,0.43180790543556213,False
The motorcycle sped past the traffic with a deafening roar.,She prefers a motorcycle over a car any day.,0.36197465658187866,False
The motorcycle sped past the traffic with a deafening roar.,A gang of motorcycle riders roared into town.,0.596087634563446,True
The motorcycle sped past the traffic with a deafening roar.,His motorcycle license had just arrived in the mail.,0.444963276386261,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle had flame decals down the side.,0.4482041597366333,False
The motorcycle sped past the traffic with a deafening roar.,There was a motorcycle parked in every driveway.,0.48950231075286865,False
The motorcycle sped past the traffic with a deafening roar.,He sold his motorcycle to pay for college.,0.36843734979629517,False
The motorcycle sped past the traffic with a deafening roar.,A loud motorcycle backfired outside the window.,0.580994188785553,True
The motorcycle sped past the traffic with a deafening roar.,She rode the motorcycle barefoot across the desert.,0.3441234230995178,False
The motorcycle sped past the traffic with a deafening roar.,The vintage motorcycle was worth a small fortune.,0.4073726534843445,False
The motorcycle sped past the traffic with a deafening roar.,He kept his motorcycle polished to a mirror shine.,0.40353599190711975,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle club held weekly meetups downtown.,0.2741202712059021,False
The motorcycle sped past the traffic with a deafening roar.,They repaired the motorcycle together in the garage.,0.36921149492263794,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle helmet was decorated with stickers.,0.39890098571777344,False
The motorcycle sped past the traffic with a deafening roar.,That motorcycle can go from 0 to 60 in four seconds.,0.4555584788322449,False
The motorcycle sped past the traffic with a deafening roar.,He designed his own electric motorcycle prototype.,0.2963895797729492,False
The motorcycle sped past the traffic with a deafening roar.,The stolen motorcycle was found abandoned in the woods.,0.30704858899116516,False
The motorcycle sped past the traffic with a deafening roar.,I saw a dog riding in the sidecar of a motorcycle.,0.4303300082683563,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle rumbled as she turned the key.,0.5743552446365356,True
The motorcycle sped past the traffic with a deafening roar.,"It was his father's old motorcycle, restored to glory.",0.4232272803783417,False
The motorcycle sped past the traffic with a deafening roar.,A motorcycle zipped between lanes on the freeway.,0.5065650939941406,True
The motorcycle sped past the traffic with a deafening roar.,The motorcycle’s headlight lit up the foggy road.,0.5506929159164429,True
The motorcycle sped past the traffic with a deafening roar.,She received a motorcycle as a graduation gift.,0.414050817489624,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle shop had a wall of shiny helmets.,0.4194223880767822,False
The motorcycle sped past the traffic with a deafening roar.,He bought a new motorcycle jacket with reinforced padding.,0.23258936405181885,False
The motorcycle sped past the traffic with a deafening roar.,The roar of the motorcycle startled the cat.,0.6073293685913086,True
The motorcycle sped past the traffic with a deafening roar.,She dreamed of traveling Europe on a motorcycle.,0.3668031692504883,False
The motorcycle sped past the traffic with a deafening roar.,A child pointed excitedly at the bright yellow motorcycle.,0.4581220746040344,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle slid out from under him on the ice.,0.36975258588790894,False
The motorcycle sped past the traffic with a deafening roar.,He rebuilt the motorcycle engine completely by himself.,0.3999773859977722,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle convoy stretched for half a mile.,0.4972835183143616,False
The motorcycle sped past the traffic with a deafening roar.,His father used to race motorcycles professionally.,0.37166476249694824,False
The motorcycle sped past the traffic with a deafening roar.,She was the only girl in the motorcycle stunt show.,0.2685163617134094,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle show drew a massive crowd.,0.46060889959335327,False
The motorcycle sped past the traffic with a deafening roar.,He wiped down the motorcycle after every ride.,0.47163647413253784,False
The motorcycle sped past the traffic with a deafening roar.,Her motorcycle gloves were lined with soft leather.,0.2588144540786743,False
The motorcycle sped past the traffic with a deafening roar.,That motorcycle can outrun most sports cars.,0.46304935216903687,False
The motorcycle sped past the traffic with a deafening roar.,He felt most alive on the back of a motorcycle.,0.4543856978416443,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle's exhaust rattled the windows.,0.6159772276878357,True
The motorcycle sped past the traffic with a deafening roar.,The motorcycle tour covered five national parks.,0.23629730939865112,False
The motorcycle sped past the traffic with a deafening roar.,A license plate hung loosely on the motorcycle.,0.35477733612060547,False
The motorcycle sped past the traffic with a deafening roar.,Her hair whipped wildly as the motorcycle gained speed.,0.6261374950408936,True
The motorcycle sped past the traffic with a deafening roar.,The motorcycle exhibition featured bikes from every decade.,0.3370819091796875,False
The motorcycle sped past the traffic with a deafening roar.,He lost control of the motorcycle on the sharp curve.,0.46241676807403564,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle was his pride and joy.,0.5329326391220093,True
The motorcycle sped past the traffic with a deafening roar.,She revved the motorcycle just to hear it growl.,0.6600537300109863,True
The motorcycle sped past the traffic with a deafening roar.,His garage was filled with motorcycle parts and tools.,0.34079116582870483,False
The motorcycle sped past the traffic with a deafening roar.,A bright neon motorcycle sign lit up the bar.,0.37972238659858704,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle lane was clogged with morning traffic.,0.5562466382980347,True
The motorcycle sped past the traffic with a deafening roar.,He carried his gear in motorcycle saddlebags.,0.4153401553630829,False
The motorcycle sped past the traffic with a deafening roar.,A motorcycle cop pulled them over for speeding.,0.5603560209274292,True
The motorcycle sped past the traffic with a deafening roar.,The motorcycle rally raised money for veterans.,0.3315093219280243,False
The motorcycle sped past the traffic with a deafening roar.,He watched the sunset from his parked motorcycle.,0.4816543757915497,False
The motorcycle sped past the traffic with a deafening roar.,Her motorcycle boots clicked against the pavement.,0.4266875982284546,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle café was a popular biker hangout.,0.3622078597545624,False
The motorcycle sped past the traffic with a deafening roar.,He covered the motorcycle before the rain started.,0.44636303186416626,False
The motorcycle sped past the traffic with a deafening roar.,A custom paint job gave the motorcycle personality.,0.39720892906188965,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle growled as he twisted the throttle.,0.6605817079544067,True
The motorcycle sped past the traffic with a deafening roar.,She loved the freedom her motorcycle gave her.,0.38972145318984985,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle broke down in the middle of nowhere.,0.48314690589904785,False
The motorcycle sped past the traffic with a deafening roar.,They posed for a photo next to the motorcycle.,0.32240432500839233,False
The motorcycle sped past the traffic with a deafening roar.,He surprised her with a motorcycle ride along the coast.,0.4393232464790344,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle engine sputtered before coming to life.,0.42731112241744995,False
The motorcycle sped past the traffic with a deafening roar.,A line of motorcycle headlights pierced the night.,0.49373912811279297,False
The motorcycle sped past the traffic with a deafening roar.,His first motorcycle was a rusty old Honda.,0.3865426182746887,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle drifted sideways in the dirt.,0.5392478704452515,True
The motorcycle sped past the traffic with a deafening roar.,A trail of dust followed the speeding motorcycle.,0.6807389259338379,True
The motorcycle sped past the traffic with a deafening roar.,He stashed tools in a hidden motorcycle compartment.,0.2780686914920807,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle accident was all over the news.,0.49434417486190796,False
The motorcycle sped past the traffic with a deafening roar.,Her motorcycle had a vintage charm that turned heads.,0.4776621460914612,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle flew over the ramp in a perfect arc.,0.538022518157959,True
The motorcycle sped past the traffic with a deafening roar.,He kept a miniature motorcycle model on his desk.,0.20564548671245575,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle’s paint job reflected the desert sun.,0.36658257246017456,False
The motorcycle sped past the traffic with a deafening roar.,She used her motorcycle to commute every day.,0.3636874258518219,False
The motorcycle sped past the traffic with a deafening roar.,A rider popped a wheelie on his motorcycle downtown.,0.4093618094921112,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle chain needed to be tightened.,0.39807209372520447,False
The motorcycle sped past the traffic with a deafening roar.,His motorcycle gloves smelled like oil and leather.,0.3493346571922302,False
The motorcycle sped past the traffic with a deafening roar.,The motorcycle tire left a streak on the gravel.,0.4417370557785034,False
The motorcycle sped past the traffic with a deafening roar.,She built her motorcycle from scratch.,0.38150739669799805,False
The motorcycle sped past the traffic with a deafening roar.,He heard a motorcycle rumbling in the distance.,0.6637756824493408,True
The motorcycle sped past the traffic with a deafening roar.,The motorcycle hugged every curve of the winding road.,0.5130601525306702,True
The motorcycle sped past the traffic with a deafening roar.,Her motorcycle was faster than it looked.,0.5792520642280579,True
The motorcycle sped past the traffic with a deafening roar.,They raced their motorcycles across the salt flats.,0.36262112855911255,False
The motorcycle sped past the traffic with a deafening roar.,"The motorcycle disappeared over the hill, leaving only dust behind.",0.47856760025024414,False
She learned to ride a motorcycle before she could drive a car.,He bought his first motorcycle at the age of eighteen.,0.5625739097595215,True
She learned to ride a motorcycle before she could drive a car.,The motorcycle sped past the traffic with a deafening roar.,0.4314776659011841,False
She learned to ride a motorcycle before she could drive a car.,She learned to ride a motorcycle before she could drive a car.,0.9999998807907104,True
She learned to ride a motorcycle before she could drive a car.,"The old motorcycle still runs, though it rattles like a skeleton.",0.39565083384513855,False
She learned to ride a motorcycle before she could drive a car.,They went on a cross-country motorcycle trip last summer.,0.39369770884513855,False
She learned to ride a motorcycle before she could drive a car.,A black motorcycle stood parked outside the diner.,0.39540746808052063,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle leaned sharply as he turned the corner.,0.3668100833892822,False
She learned to ride a motorcycle before she could drive a car.,His dream was to ride a motorcycle along the Pacific Coast Highway.,0.4666089415550232,False
She learned to ride a motorcycle before she could drive a car.,The sound of the motorcycle echoed through the canyon.,0.3866093158721924,False
She learned to ride a motorcycle before she could drive a car.,She revved the motorcycle and disappeared into the mist.,0.514413058757782,True
She learned to ride a motorcycle before she could drive a car.,That motorcycle is custom-built for racing.,0.4193621873855591,False
She learned to ride a motorcycle before she could drive a car.,He wore a leather jacket to match his motorcycle.,0.37860649824142456,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle skidded slightly on the wet pavement.,0.41887179017066956,False
She learned to ride a motorcycle before she could drive a car.,A sleek red motorcycle caught everyone's attention.,0.3817741870880127,False
She learned to ride a motorcycle before she could drive a car.,They rode the motorcycle through winding mountain roads.,0.4744168519973755,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle’s engine purred like a content cat.,0.4088899493217468,False
She learned to ride a motorcycle before she could drive a car.,He fell off the motorcycle but walked away unhurt.,0.38222619891166687,False
She learned to ride a motorcycle before she could drive a car.,She prefers a motorcycle over a car any day.,0.7181037664413452,True
She learned to ride a motorcycle before she could drive a car.,A gang of motorcycle riders roared into town.,0.28082481026649475,False
She learned to ride a motorcycle before she could drive a car.,His motorcycle license had just arrived in the mail.,0.4447871744632721,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle had flame decals down the side.,0.3692697286605835,False
She learned to ride a motorcycle before she could drive a car.,There was a motorcycle parked in every driveway.,0.49105238914489746,False
She learned to ride a motorcycle before she could drive a car.,He sold his motorcycle to pay for college.,0.46244701743125916,False
She learned to ride a motorcycle before she could drive a car.,A loud motorcycle backfired outside the window.,0.338863730430603,False
She learned to ride a motorcycle before she could drive a car.,She rode the motorcycle barefoot across the desert.,0.5656092166900635,True
She learned to ride a motorcycle before she could drive a car.,The vintage motorcycle was worth a small fortune.,0.4701022505760193,False
She learned to ride a motorcycle before she could drive a car.,He kept his motorcycle polished to a mirror shine.,0.4084280729293823,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle club held weekly meetups downtown.,0.2768099308013916,False
She learned to ride a motorcycle before she could drive a car.,They repaired the motorcycle together in the garage.,0.4136568307876587,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle helmet was decorated with stickers.,0.33929210901260376,False
She learned to ride a motorcycle before she could drive a car.,That motorcycle can go from 0 to 60 in four seconds.,0.47287505865097046,False
She learned to ride a motorcycle before she could drive a car.,He designed his own electric motorcycle prototype.,0.4197461009025574,False
She learned to ride a motorcycle before she could drive a car.,The stolen motorcycle was found abandoned in the woods.,0.29965686798095703,False
She learned to ride a motorcycle before she could drive a car.,I saw a dog riding in the sidecar of a motorcycle.,0.42453229427337646,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle rumbled as she turned the key.,0.6189348697662354,True
She learned to ride a motorcycle before she could drive a car.,"It was his father's old motorcycle, restored to glory.",0.4802163541316986,False
She learned to ride a motorcycle before she could drive a car.,A motorcycle zipped between lanes on the freeway.,0.35742199420928955,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle’s headlight lit up the foggy road.,0.3947717547416687,False
She learned to ride a motorcycle before she could drive a car.,She received a motorcycle as a graduation gift.,0.6580221652984619,True
She learned to ride a motorcycle before she could drive a car.,The motorcycle shop had a wall of shiny helmets.,0.32439088821411133,False
She learned to ride a motorcycle before she could drive a car.,He bought a new motorcycle jacket with reinforced padding.,0.3021591901779175,False
She learned to ride a motorcycle before she could drive a car.,The roar of the motorcycle startled the cat.,0.4099820852279663,False
She learned to ride a motorcycle before she could drive a car.,She dreamed of traveling Europe on a motorcycle.,0.6111643314361572,True
She learned to ride a motorcycle before she could drive a car.,A child pointed excitedly at the bright yellow motorcycle.,0.32979345321655273,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle slid out from under him on the ice.,0.3820229172706604,False
She learned to ride a motorcycle before she could drive a car.,He rebuilt the motorcycle engine completely by himself.,0.3810097575187683,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle convoy stretched for half a mile.,0.35517579317092896,False
She learned to ride a motorcycle before she could drive a car.,His father used to race motorcycles professionally.,0.4271298348903656,False
She learned to ride a motorcycle before she could drive a car.,She was the only girl in the motorcycle stunt show.,0.5584231615066528,True
She learned to ride a motorcycle before she could drive a car.,The motorcycle show drew a massive crowd.,0.2993045449256897,False
She learned to ride a motorcycle before she could drive a car.,He wiped down the motorcycle after every ride.,0.4914917051792145,False
She learned to ride a motorcycle before she could drive a car.,Her motorcycle gloves were lined with soft leather.,0.48040300607681274,False
She learned to ride a motorcycle before she could drive a car.,That motorcycle can outrun most sports cars.,0.5211657881736755,True
She learned to ride a motorcycle before she could drive a car.,He felt most alive on the back of a motorcycle.,0.47121328115463257,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle's exhaust rattled the windows.,0.3996545374393463,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle tour covered five national parks.,0.281787633895874,False
She learned to ride a motorcycle before she could drive a car.,A license plate hung loosely on the motorcycle.,0.33402684330940247,False
She learned to ride a motorcycle before she could drive a car.,Her hair whipped wildly as the motorcycle gained speed.,0.6145992279052734,True
She learned to ride a motorcycle before she could drive a car.,The motorcycle exhibition featured bikes from every decade.,0.41512852907180786,False
She learned to ride a motorcycle before she could drive a car.,He lost control of the motorcycle on the sharp curve.,0.4462926685810089,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle was his pride and joy.,0.5110429525375366,True
She learned to ride a motorcycle before she could drive a car.,She revved the motorcycle just to hear it growl.,0.5801014304161072,True
She learned to ride a motorcycle before she could drive a car.,His garage was filled with motorcycle parts and tools.,0.39082813262939453,False
She learned to ride a motorcycle before she could drive a car.,A bright neon motorcycle sign lit up the bar.,0.27941787242889404,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle lane was clogged with morning traffic.,0.3168862760066986,False
She learned to ride a motorcycle before she could drive a car.,He carried his gear in motorcycle saddlebags.,0.43000733852386475,False
She learned to ride a motorcycle before she could drive a car.,A motorcycle cop pulled them over for speeding.,0.36191678047180176,False
She learned to ride a motorcycle before she could drive a car.,The motorcycle rally raised money for veterans.,0.33401158452033997,False
She learned to ride a motorcycle before she could drive a car.,He watched the sunset from his parked motorcycle.,0.4468742907047272,False
She learned to ride a motorcycle before she could drive a car.,Her motorcycle boots clicked against the pavement.,0.5981262922286987,True
She learned to ride a motorcycle before she could drive a car.,The motorcycle café was a popular biker hangout.,0.32484254240989685,False
She learned to ride a motorcycle before she could drive a car.,He covered the motorcycle before the rain started.,0.45918720960617065,False
She learned to ride a motorcycle before she could drive a car.,A custom paint job gave the motorcycle personality.,0.4780460596084595,False
