sentence1,sentence2,similarity
She rode her bicycle through the park every morning.,The new bicycle trail opened last weekend.,0.33882683515548706
She rode her bicycle through the park every morning.,They rode their bicycles along the beach.,0.3692153990268707
She rode her bicycle through the park every morning.,A bicycle basket isn’t just for carrying things—it adds charm too.,0.2785062789916992
She rode her bicycle through the park every morning.,His mountain bicycle handled rough terrain with ease.,0.28724566102027893
She rode her bicycle through the park every morning.,She carried her bicycle up the stairs.,0.5186430215835571
She rode her bicycle through the park every morning.,The bicycle horn honked loudly in the busy street.,0.27912595868110657
She rode her bicycle through the park every morning.,The bicycle shop was offering tune-up discounts.,0.2450820952653885
She rode her bicycle through the park every morning.,He wrapped his bicycle in lights for the night ride.,0.41938668489456177
She rode her bicycle through the park every morning.,A bicycle shadow followed him across the sidewalk.,0.32471269369125366
She rode her bicycle through the park every morning.,Her favorite childhood memory was learning to ride a bicycle.,0.5989145040512085
She rode her bicycle through the park every morning.,The bicycle path was blocked by a fallen tree.        ,0.32594895362854004
She rode her bicycle through the park every morning.,They took a selfie with their bicycles in front of the sunset.,0.3732801079750061
She rode her bicycle through the park every morning.,The bicycle spun out on the gravel.,0.3464893102645874
She rode her bicycle through the park every morning.,His bicycle commute was faster than driving.,0.3565305471420288
She rode her bicycle through the park every morning.,"The bicycle lay quietly in the grass, waiting for its next ride",0.29333406686782837
The bicycle leaned against the old oak tree.,She rode her bicycle through the park every morning.,0.3126917779445648
The bicycle leaned against the old oak tree.,The bicycle leaned against the old oak tree.,1.0
The bicycle leaned against the old oak tree.,He fixed a flat tire on his bicycle after school.,0.3331363797187805
The bicycle leaned against the old oak tree.,The red bicycle was a birthday gift from his grandparents.,0.4046982526779175
The bicycle leaned against the old oak tree.,They went on a bicycle tour across Europe.,0.2582587003707886
The bicycle leaned against the old oak tree.,Her bicycle had a basket full of flowers.,0.3937707543373108
The bicycle leaned against the old oak tree.,The bicycle chain slipped off during the uphill climb.,0.37010622024536133
The bicycle leaned against the old oak tree.,He stored his bicycle in the garage next to the lawnmower.,0.3021894693374634
The bicycle leaned against the old oak tree.,A new bicycle can be quite expensive.,0.3356127142906189
The bicycle leaned against the old oak tree.,The child learned to ride a bicycle without training wheels.,0.31945133209228516
The bicycle leaned against the old oak tree.,She bought a folding bicycle for her commute.,0.3085598647594452
The bicycle leaned against the old oak tree.,The bicycle path follows the river all the way downtown.,0.3158368766307831
The bicycle leaned against the old oak tree.,A bicycle bell rang from around the corner.,0.4277998208999634
The bicycle leaned against the old oak tree.,His bicycle had glowing LED lights on the spokes.,0.36166200041770935
The bicycle leaned against the old oak tree.,The stolen bicycle was found a week later.,0.35651350021362305
The bicycle leaned against the old oak tree.,I rode my bicycle to the library.,0.40069228410720825
The bicycle leaned against the old oak tree.,A bicycle repair shop opened near the university.,0.35617154836654663
The bicycle leaned against the old oak tree.,The bicycle race drew a large crowd.,0.30201947689056396
The bicycle leaned against the old oak tree.,He balanced carefully as he mounted the bicycle.,0.46573370695114136
The bicycle leaned against the old oak tree.,The old bicycle had rust on the frame.,0.5121848583221436
The bicycle leaned against the old oak tree.,She wore a helmet while riding her bicycle.,0.32070913910865784
The bicycle leaned against the old oak tree.,A bicycle courier sped past us on the sidewalk.,0.2860245406627655
The bicycle leaned against the old oak tree.,The tandem bicycle looked like a lot of fun.,0.3356810212135315
The bicycle leaned against the old oak tree.,We rented bicycles and explored the countryside.,0.298339307308197
The bicycle leaned against the old oak tree.,His bicycle chain snapped mid-ride.,0.4025982916355133
The bicycle leaned against the old oak tree.,The bicycle trail led deep into the forest.,0.463432252407074
The bicycle leaned against the old oak tree.,Her bicycle had pink streamers on the handlebars.,0.28866761922836304
The bicycle leaned against the old oak tree.,The museum displayed a vintage penny-farthing bicycle.,0.3957890272140503
The bicycle leaned against the old oak tree.,I locked my bicycle to the rack outside the café.,0.32870393991470337
The bicycle leaned against the old oak tree.,The boy's first bicycle was bright green.,0.37849387526512146
The bicycle leaned against the old oak tree.,He performed a trick on his BMX bicycle.,0.3001125454902649
The bicycle leaned against the old oak tree.,She used her bicycle to get to work every day.,0.2948102355003357
The bicycle leaned against the old oak tree.,A bicycle tire squeaked as it turned.,0.38997113704681396
The bicycle leaned against the old oak tree.,The bicycle frame was made of lightweight carbon fiber.,0.4149922728538513
The bicycle leaned against the old oak tree.,He stored his bicycle on a wall-mounted hook.,0.4272926151752472
The bicycle leaned against the old oak tree.,A bicycle parade rolled down Main Street.,0.23495987057685852
The bicycle leaned against the old oak tree.,Her bicycle ride was interrupted by a sudden downpour.,0.27022525668144226
The bicycle leaned against the old oak tree.,The bicycle bell jingled cheerfully.,0.3572128713130951
The bicycle leaned against the old oak tree.,He rode his bicycle in the annual charity event.,0.3262406587600708
The bicycle leaned against the old oak tree.,The park is a perfect place for a bicycle picnic.,0.3019784688949585
The bicycle leaned against the old oak tree.,A group of kids raced their bicycles around the block.,0.19101765751838684
The bicycle leaned against the old oak tree.,She decorated her bicycle with lights for the festival.,0.2560217082500458
The bicycle leaned against the old oak tree.,The police officer followed the suspect on a bicycle.,0.3429185152053833
The bicycle leaned against the old oak tree.,I found an abandoned bicycle in the alley.,0.4181489944458008
The bicycle leaned against the old oak tree.,A bicycle helmet is essential for safety.,0.23244358599185944
The bicycle leaned against the old oak tree.,He modified his bicycle for long-distance touring.,0.31637638807296753
The bicycle leaned against the old oak tree.,The bicycle ride gave him a sense of freedom.,0.33724600076675415
The bicycle leaned against the old oak tree.,Her bicycle was stolen from the train station.,0.2613818049430847
The bicycle leaned against the old oak tree.,The bicycle club meets every Saturday morning.,0.2829049527645111
The bicycle leaned against the old oak tree.,A man balanced three boxes on the back of his bicycle.,0.3502534329891205
The bicycle leaned against the old oak tree.,The bicycle trail winds through beautiful scenery.,0.40264683961868286
The bicycle leaned against the old oak tree.,He added a basket to his bicycle for groceries.,0.3206925392150879
The bicycle leaned against the old oak tree.,A bicycle pump hung from the garage wall.,0.27515578269958496
The bicycle leaned against the old oak tree.,His bicycle squeaked with every pedal stroke.,0.31472867727279663
The bicycle leaned against the old oak tree.,She wheeled her bicycle into the elevator.,0.36802512407302856
The bicycle leaned against the old oak tree.,The bicycle glided smoothly down the hill.,0.40411287546157837
The bicycle leaned against the old oak tree.,A bicycle license plate hung from the rear fender.,0.2905968725681305
The bicycle leaned against the old oak tree.,He cleaned the mud off his bicycle after the ride.,0.2198246419429779
The bicycle leaned against the old oak tree.,The bicycle basket carried a loaf of bread and some apples.,0.3057331442832947
The bicycle leaned against the old oak tree.,They customized their bicycle with stickers and paint.,0.25578272342681885
The bicycle leaned against the old oak tree.,She replaced the worn-out tires on her bicycle.,0.3600121736526489
The bicycle leaned against the old oak tree.,The bicycle handlebar grips were peeling.,0.2712356448173523
The bicycle leaned against the old oak tree.,He coasted downhill on his bicycle with no hands.,0.32744213938713074
The bicycle leaned against the old oak tree.,A bicycle mechanic tuned up the gears and brakes.,0.21017058193683624
The bicycle leaned against the old oak tree.,The new bicycle lock is virtually unbreakable.,0.23925942182540894
The bicycle leaned against the old oak tree.,They donated a bicycle to a local charity.,0.3227710723876953
The bicycle leaned against the old oak tree.,The bicycle tour lasted five days and covered 200 miles.,0.1786169409751892
The bicycle leaned against the old oak tree.,He slipped on the wet pavement while riding his bicycle.,0.27208253741264343
The bicycle leaned against the old oak tree.,Her bicycle horn was shaped like a duck.,0.32696402072906494
The bicycle leaned against the old oak tree.,The police officer rode a bicycle through the park.,0.31053847074508667
The bicycle leaned against the old oak tree.,She taught her little brother how to ride a bicycle.,0.3317294716835022
The bicycle leaned against the old oak tree.,He jumped a ramp on his bicycle at the skatepark.,0.2646489143371582
The bicycle leaned against the old oak tree.,The bicycle bell echoed through the narrow alley.,0.348947137594223
The bicycle leaned against the old oak tree.,His old bicycle still rides like new.,0.44946804642677307
The bicycle leaned against the old oak tree.,The bicycle leaned awkwardly against the fence.,0.6097867488861084
The bicycle leaned against the old oak tree.,She found a bicycle route that avoided traffic.,0.3399384021759033
The bicycle leaned against the old oak tree.,The tandem bicycle made them laugh as they wobbled together.,0.37383294105529785
The bicycle leaned against the old oak tree.,He bought a secondhand bicycle for a good price.,0.33945614099502563
The bicycle leaned against the old oak tree.,The bicycle frame cracked during the crash.,0.3503831624984741
The bicycle leaned against the old oak tree.,A squirrel darted in front of his bicycle.,0.3749397099018097
The bicycle leaned against the old oak tree.,The girl’s bicycle had training wheels on it.,0.390771746635437
The bicycle leaned against the old oak tree.,The bicycle's front tire was completely flat.,0.3727281093597412
The bicycle leaned against the old oak tree.,A bicycle messenger delivered the package right on time.,0.2888396680355072
The bicycle leaned against the old oak tree.,He repaired the bicycle with a multitool.,0.34719181060791016
The bicycle leaned against the old oak tree.,Her bicycle had gears that shifted effortlessly.,0.33181431889533997
The bicycle leaned against the old oak tree.,The new bicycle trail opened last weekend.,0.2784004509449005
The bicycle leaned against the old oak tree.,They rode their bicycles along the beach.,0.3448902368545532
The bicycle leaned against the old oak tree.,A bicycle basket isn’t just for carrying things—it adds charm too.,0.3126217722892761
The bicycle leaned against the old oak tree.,His mountain bicycle handled rough terrain with ease.,0.3346010446548462
The bicycle leaned against the old oak tree.,She carried her bicycle up the stairs.,0.3335687816143036
The bicycle leaned against the old oak tree.,The bicycle horn honked loudly in the busy street.,0.29624122381210327
The bicycle leaned against the old oak tree.,The bicycle shop was offering tune-up discounts.,0.28090700507164
The bicycle leaned against the old oak tree.,He wrapped his bicycle in lights for the night ride.,0.295406699180603
The bicycle leaned against the old oak tree.,A bicycle shadow followed him across the sidewalk.,0.379952609539032
The bicycle leaned against the old oak tree.,Her favorite childhood memory was learning to ride a bicycle.,0.3441639542579651
The bicycle leaned against the old oak tree.,The bicycle path was blocked by a fallen tree.        ,0.6178600192070007
The bicycle leaned against the old oak tree.,They took a selfie with their bicycles in front of the sunset.,0.28646185994148254
The bicycle leaned against the old oak tree.,The bicycle spun out on the gravel.,0.39073288440704346
The bicycle leaned against the old oak tree.,His bicycle commute was faster than driving.,0.317258358001709
The bicycle leaned against the old oak tree.,"The bicycle lay quietly in the grass, waiting for its next ride",0.339380145072937
He fixed a flat tire on his bicycle after school.,She rode her bicycle through the park every morning.,0.36048561334609985
He fixed a flat tire on his bicycle after school.,The bicycle leaned against the old oak tree.,0.3331363797187805
He fixed a flat tire on his bicycle after school.,He fixed a flat tire on his bicycle after school.,1.0000001192092896
He fixed a flat tire on his bicycle after school.,The red bicycle was a birthday gift from his grandparents.,0.4359411597251892
He fixed a flat tire on his bicycle after school.,They went on a bicycle tour across Europe.,0.3485206365585327
He fixed a flat tire on his bicycle after school.,Her bicycle had a basket full of flowers.,0.3739790916442871
He fixed a flat tire on his bicycle after school.,The bicycle chain slipped off during the uphill climb.,0.3906172513961792
He fixed a flat tire on his bicycle after school.,He stored his bicycle in the garage next to the lawnmower.,0.4773297905921936
He fixed a flat tire on his bicycle after school.,A new bicycle can be quite expensive.,0.2878457009792328
He fixed a flat tire on his bicycle after school.,The child learned to ride a bicycle without training wheels.,0.4337468147277832
He fixed a flat tire on his bicycle after school.,She bought a folding bicycle for her commute.,0.4352942705154419
He fixed a flat tire on his bicycle after school.,The bicycle path follows the river all the way downtown.,0.2184346318244934
He fixed a flat tire on his bicycle after school.,A bicycle bell rang from around the corner.,0.29727935791015625
He fixed a flat tire on his bicycle after school.,His bicycle had glowing LED lights on the spokes.,0.46343815326690674
He fixed a flat tire on his bicycle after school.,The stolen bicycle was found a week later.,0.3401713967323303
He fixed a flat tire on his bicycle after school.,I rode my bicycle to the library.,0.4304783344268799
He fixed a flat tire on his bicycle after school.,A bicycle repair shop opened near the university.,0.38540107011795044
He fixed a flat tire on his bicycle after school.,The bicycle race drew a large crowd.,0.2156325876712799
He fixed a flat tire on his bicycle after school.,He balanced carefully as he mounted the bicycle.,0.5359468460083008
He fixed a flat tire on his bicycle after school.,The old bicycle had rust on the frame.,0.37375932931900024
He fixed a flat tire on his bicycle after school.,She wore a helmet while riding her bicycle.,0.3840118944644928
He fixed a flat tire on his bicycle after school.,A bicycle courier sped past us on the sidewalk.,0.29817724227905273
He fixed a flat tire on his bicycle after school.,The tandem bicycle looked like a lot of fun.,0.32969704270362854
He fixed a flat tire on his bicycle after school.,We rented bicycles and explored the countryside.,0.3278926610946655
He fixed a flat tire on his bicycle after school.,His bicycle chain snapped mid-ride.,0.5825607776641846
He fixed a flat tire on his bicycle after school.,The bicycle trail led deep into the forest.,0.266468346118927
He fixed a flat tire on his bicycle after school.,Her bicycle had pink streamers on the handlebars.,0.3685033321380615
He fixed a flat tire on his bicycle after school.,The museum displayed a vintage penny-farthing bicycle.,0.3074420690536499
He fixed a flat tire on his bicycle after school.,I locked my bicycle to the rack outside the café.,0.4292224049568176
He fixed a flat tire on his bicycle after school.,The boy's first bicycle was bright green.,0.4003804624080658
He fixed a flat tire on his bicycle after school.,He performed a trick on his BMX bicycle.,0.6241394281387329
He fixed a flat tire on his bicycle after school.,She used her bicycle to get to work every day.,0.42532533407211304
He fixed a flat tire on his bicycle after school.,A bicycle tire squeaked as it turned.,0.5591105222702026
He fixed a flat tire on his bicycle after school.,The bicycle frame was made of lightweight carbon fiber.,0.32394134998321533
He fixed a flat tire on his bicycle after school.,He stored his bicycle on a wall-mounted hook.,0.5382454991340637
He fixed a flat tire on his bicycle after school.,A bicycle parade rolled down Main Street.,0.25076234340667725
He fixed a flat tire on his bicycle after school.,Her bicycle ride was interrupted by a sudden downpour.,0.31471362709999084
He fixed a flat tire on his bicycle after school.,The bicycle bell jingled cheerfully.,0.3175181448459625
He fixed a flat tire on his bicycle after school.,He rode his bicycle in the annual charity event.,0.47526097297668457
He fixed a flat tire on his bicycle after school.,The park is a perfect place for a bicycle picnic.,0.2092789113521576
He fixed a flat tire on his bicycle after school.,A group of kids raced their bicycles around the block.,0.3124695122241974
He fixed a flat tire on his bicycle after school.,She decorated her bicycle with lights for the festival.,0.26837244629859924
He fixed a flat tire on his bicycle after school.,The police officer followed the suspect on a bicycle.,0.33981454372406006
He fixed a flat tire on his bicycle after school.,I found an abandoned bicycle in the alley.,0.3894546926021576
He fixed a flat tire on his bicycle after school.,A bicycle helmet is essential for safety.,0.22455857694149017
He fixed a flat tire on his bicycle after school.,He modified his bicycle for long-distance touring.,0.5158762335777283
He fixed a flat tire on his bicycle after school.,The bicycle ride gave him a sense of freedom.,0.46984899044036865
He fixed a flat tire on his bicycle after school.,Her bicycle was stolen from the train station.,0.31661003828048706
He fixed a flat tire on his bicycle after school.,The bicycle club meets every Saturday morning.,0.2208537757396698
He fixed a flat tire on his bicycle after school.,A man balanced three boxes on the back of his bicycle.,0.3572702407836914
He fixed a flat tire on his bicycle after school.,The bicycle trail winds through beautiful scenery.,0.20582476258277893
He fixed a flat tire on his bicycle after school.,He added a basket to his bicycle for groceries.,0.5235713720321655
He fixed a flat tire on his bicycle after school.,A bicycle pump hung from the garage wall.,0.2921045124530792
He fixed a flat tire on his bicycle after school.,His bicycle squeaked with every pedal stroke.,0.5250414609909058
He fixed a flat tire on his bicycle after school.,She wheeled her bicycle into the elevator.,0.4168739914894104
He fixed a flat tire on his bicycle after school.,The bicycle glided smoothly down the hill.,0.45256394147872925
He fixed a flat tire on his bicycle after school.,A bicycle license plate hung from the rear fender.,0.3084140717983246
He fixed a flat tire on his bicycle after school.,He cleaned the mud off his bicycle after the ride.,0.5050727128982544
He fixed a flat tire on his bicycle after school.,The bicycle basket carried a loaf of bread and some apples.,0.3111894726753235
He fixed a flat tire on his bicycle after school.,They customized their bicycle with stickers and paint.,0.30278438329696655
He fixed a flat tire on his bicycle after school.,She replaced the worn-out tires on her bicycle.,0.5978143215179443
He fixed a flat tire on his bicycle after school.,The bicycle handlebar grips were peeling.,0.3893842101097107
He fixed a flat tire on his bicycle after school.,He coasted downhill on his bicycle with no hands.,0.4826488494873047
He fixed a flat tire on his bicycle after school.,A bicycle mechanic tuned up the gears and brakes.,0.4399529993534088
He fixed a flat tire on his bicycle after school.,The new bicycle lock is virtually unbreakable.,0.2617546021938324
He fixed a flat tire on his bicycle after school.,They donated a bicycle to a local charity.,0.4249090552330017
He fixed a flat tire on his bicycle after school.,The bicycle tour lasted five days and covered 200 miles.,0.2753559947013855
He fixed a flat tire on his bicycle after school.,He slipped on the wet pavement while riding his bicycle.,0.5777480006217957
He fixed a flat tire on his bicycle after school.,Her bicycle horn was shaped like a duck.,0.3834439814090729
He fixed a flat tire on his bicycle after school.,The police officer rode a bicycle through the park.,0.2653382420539856
He fixed a flat tire on his bicycle after school.,She taught her little brother how to ride a bicycle.,0.5117839574813843
He fixed a flat tire on his bicycle after school.,He jumped a ramp on his bicycle at the skatepark.,0.46162480115890503
He fixed a flat tire on his bicycle after school.,The bicycle bell echoed through the narrow alley.,0.23970673978328705
He fixed a flat tire on his bicycle after school.,His old bicycle still rides like new.,0.45693206787109375
He fixed a flat tire on his bicycle after school.,The bicycle leaned awkwardly against the fence.,0.39958512783050537
He fixed a flat tire on his bicycle after school.,She found a bicycle route that avoided traffic.,0.421269953250885
He fixed a flat tire on his bicycle after school.,The tandem bicycle made them laugh as they wobbled together.,0.42976105213165283
He fixed a flat tire on his bicycle after school.,He bought a secondhand bicycle for a good price.,0.5051844120025635
He fixed a flat tire on his bicycle after school.,The bicycle frame cracked during the crash.,0.4649907648563385
He fixed a flat tire on his bicycle after school.,A squirrel darted in front of his bicycle.,0.34102457761764526
He fixed a flat tire on his bicycle after school.,The girl’s bicycle had training wheels on it.,0.4826931357383728
He fixed a flat tire on his bicycle after school.,The bicycle's front tire was completely flat.,0.6123727560043335
He fixed a flat tire on his bicycle after school.,A bicycle messenger delivered the package right on time.,0.31890565156936646
He fixed a flat tire on his bicycle after school.,He repaired the bicycle with a multitool.,0.627074122428894
He fixed a flat tire on his bicycle after school.,Her bicycle had gears that shifted effortlessly.,0.44793176651000977
He fixed a flat tire on his bicycle after school.,The new bicycle trail opened last weekend.,0.1828233003616333
He fixed a flat tire on his bicycle after school.,They rode their bicycles along the beach.,0.3794274926185608
He fixed a flat tire on his bicycle after school.,A bicycle basket isn’t just for carrying things—it adds charm too.,0.2937459349632263
He fixed a flat tire on his bicycle after school.,His mountain bicycle handled rough terrain with ease.,0.4970989525318146
He fixed a flat tire on his bicycle after school.,She carried her bicycle up the stairs.,0.36164411902427673
He fixed a flat tire on his bicycle after school.,The bicycle horn honked loudly in the busy street.,0.3263307213783264
He fixed a flat tire on his bicycle after school.,The bicycle shop was offering tune-up discounts.,0.2551078200340271
He fixed a flat tire on his bicycle after school.,He wrapped his bicycle in lights for the night ride.,0.48515674471855164
He fixed a flat tire on his bicycle after school.,A bicycle shadow followed him across the sidewalk.,0.39252230525016785
He fixed a flat tire on his bicycle after school.,Her favorite childhood memory was learning to ride a bicycle.,0.47125956416130066
He fixed a flat tire on his bicycle after school.,The bicycle path was blocked by a fallen tree.        ,0.38153380155563354
He fixed a flat tire on his bicycle after school.,They took a selfie with their bicycles in front of the sunset.,0.2718740999698639
He fixed a flat tire on his bicycle after school.,The bicycle spun out on the gravel.,0.5276898145675659
He fixed a flat tire on his bicycle after school.,His bicycle commute was faster than driving.,0.5192723274230957
He fixed a flat tire on his bicycle after school.,"The bicycle lay quietly in the grass, waiting for its next ride",0.2837749421596527
The red bicycle was a birthday gift from his grandparents.,She rode her bicycle through the park every morning.,0.2329363226890564
The red bicycle was a birthday gift from his grandparents.,The bicycle leaned against the old oak tree.,0.4046982526779175
The red bicycle was a birthday gift from his grandparents.,He fixed a flat tire on his bicycle after school.,0.4359411597251892
The red bicycle was a birthday gift from his grandparents.,The red bicycle was a birthday gift from his grandparents.,1.000000238418579
The red bicycle was a birthday gift from his grandparents.,They went on a bicycle tour across Europe.,0.43525493144989014
The red bicycle was a birthday gift from his grandparents.,Her bicycle had a basket full of flowers.,0.45701584219932556
The red bicycle was a birthday gift from his grandparents.,The bicycle chain slipped off during the uphill climb.,0.2931678891181946
The red bicycle was a birthday gift from his grandparents.,He stored his bicycle in the garage next to the lawnmower.,0.4319484233856201
The red bicycle was a birthday gift from his grandparents.,A new bicycle can be quite expensive.,0.4241037368774414
The red bicycle was a birthday gift from his grandparents.,The child learned to ride a bicycle without training wheels.,0.3854185938835144
The red bicycle was a birthday gift from his grandparents.,She bought a folding bicycle for her commute.,0.4369998276233673
The red bicycle was a birthday gift from his grandparents.,The bicycle path follows the river all the way downtown.,0.3099353313446045
The red bicycle was a birthday gift from his grandparents.,A bicycle bell rang from around the corner.,0.35589200258255005
