sentence1,sentence2,similarity
A man is playing the guitar,A man is fully engaged playing guitar,0.7903838157653809
A man is playing the guitar,A man is improvising on the guitar,0.7614933252334595
A man is playing the guitar,A man is accompanying vocals on the guitar,0.6698340773582458
A man is playing the guitar,A man is playing rhythm guitar,0.8208690881729126
A man is playing the guitar,A man is playing lead guitar,0.7867405414581299
A man is playing the guitar,A man is playing the guitar with style,0.8931114673614502
A man is playing the guitar,A man is playing the guitar confidently,0.7865984439849854
A man is playing the guitar,A man is playing the guitar effortlessly,0.7734730243682861
A man is playing the guitar,A man is playing the guitar alone,0.7435302734375
A man is playing the guitar,A man is playing the guitar with others,0.7635520696640015
A man is playing the guitar,A man is playing the guitar in a band,0.7892241477966309
A man is playing the guitar,A man is playing the guitar next to a fire,0.6559655666351318
A man is playing the guitar,A man is playing the guitar near a window,0.7170078158378601
A guy is playing a guitar,A man is playing a guitar,0.923555850982666
A guy is playing a guitar,A man is playing the guitar,0.9176673889160156
A guy is playing a guitar,A guy is playing a guitar,1.0
A guy is playing a guitar,A guy is playing the guitar,0.9937796592712402
A guy is playing a guitar,The man is playing a guitar,0.902910590171814
A guy is playing a guitar,The man is playing the guitar,0.8896923065185547
A guy is playing a guitar,A man is strumming a guitar,0.7485281229019165
A guy is playing a guitar,A man is strumming the guitar,0.7408263683319092
A guy is playing a guitar,A man is playing an electric guitar,0.8278509378433228
A guy is playing a guitar,A man is playing the electric guitar,0.8207641839981079
A guy is playing a guitar,A man is playing acoustic guitar,0.8440302610397339
A guy is playing a guitar,A man is playing the acoustic guitar,0.8399237394332886
A guy is playing a guitar,A man is performing with a guitar,0.8370342254638672
A guy is playing a guitar,A man is performing with the guitar,0.8423516750335693
A guy is playing a guitar,A musician is playing a guitar,0.8209049701690674
A guy is playing a guitar,A musician is playing the guitar,0.8190580010414124
A guy is playing a guitar,A man plays a guitar,0.9124139547348022
A guy is playing a guitar,A man plays the guitar,0.9096658229827881
A guy is playing a guitar,A man is holding a guitar and playing,0.8449360132217407
A guy is playing a guitar,A man is plucking a guitar,0.7141485214233398
A guy is playing a guitar,A man is playing music on a guitar,0.877244234085083
A guy is playing a guitar,A man is playing music on the guitar,0.8781532049179077
A guy is playing a guitar,A man is playing a song on the guitar,0.8405406475067139
A guy is playing a guitar,A man is playing a tune on the guitar,0.7935134768486023
A guy is playing a guitar,A man is using a guitar to play music,0.8899468779563904
A guy is playing a guitar,A man is jamming on the guitar,0.7105464935302734
A guy is playing a guitar,A man is jamming with a guitar,0.7156018018722534
A guy is playing a guitar,A man is playing a solo on the guitar,0.7045760154724121
A guy is playing a guitar,A man is playing chords on the guitar,0.7893261909484863
A guy is playing a guitar,A man is playing riffs on a guitar,0.7015185356140137
A guy is playing a guitar,A man is playing softly on a guitar,0.762999415397644
A guy is playing a guitar,A man is playing loudly on a guitar,0.7265626192092896
A guy is playing a guitar,A man is playing blues on a guitar,0.6672940254211426
A guy is playing a guitar,A man is playing jazz on a guitar,0.625352144241333
A guy is playing a guitar,A man is playing rock music on a guitar,0.7679754495620728
A guy is playing a guitar,A man is playing a melody on the guitar,0.7352972030639648
A guy is playing a guitar,A man is playing the guitar in a room,0.6707648038864136
A guy is playing a guitar,A man is playing the guitar outside,0.8130953311920166
A guy is playing a guitar,A man is playing the guitar on stage,0.7236328125
A guy is playing a guitar,A man is playing the guitar at a concert,0.6962887048721313
A guy is playing a guitar,A man is playing a guitar on the street,0.6880217790603638
A guy is playing a guitar,A man is sitting and playing a guitar,0.8253226280212402
A guy is playing a guitar,A man is standing and playing a guitar,0.7857280969619751
A guy is playing a guitar,A man is casually playing a guitar,0.8504492044448853
A guy is playing a guitar,A man is expertly playing the guitar,0.8615959286689758
A guy is playing a guitar,A man is skillfully playing a guitar,0.8766307234764099
A guy is playing a guitar,A man is gently playing a guitar,0.7975953817367554
A guy is playing a guitar,A man is passionately playing the guitar,0.7855649590492249
A guy is playing a guitar,A man is happily playing a guitar,0.7778213024139404
A guy is playing a guitar,A man is focused while playing the guitar,0.7994588613510132
A guy is playing a guitar,A male guitarist is playing a guitar,0.8751625418663025
A guy is playing a guitar,A male guitarist is playing the guitar,0.8651242256164551
A guy is playing a guitar,A man is playing a guitar at home,0.640150785446167
A guy is playing a guitar,A man is playing a guitar in the park,0.6320840120315552
A guy is playing a guitar,A man is playing guitar by the beach,0.7141702771186829
A guy is playing a guitar,A man is playing a red guitar,0.756155788898468
A guy is playing a guitar,A man is playing a shiny guitar,0.7616863250732422
A guy is playing a guitar,A man is playing a worn-out guitar,0.749887228012085
A guy is playing a guitar,A man is playing a vintage guitar,0.7141017317771912
A guy is playing a guitar,A man is playing a new guitar,0.7543507814407349
A guy is playing a guitar,A man is tuning and playing a guitar,0.7562202215194702
A guy is playing a guitar,A man is learning to play the guitar,0.7819696664810181
A guy is playing a guitar,A man is practicing with a guitar,0.7720147371292114
A guy is playing a guitar,A man is rehearsing on the guitar,0.6932097673416138
A guy is playing a guitar,A man is strumming chords on a guitar,0.6642380952835083
A guy is playing a guitar,A man is fingerpicking on the guitar,0.6565663814544678
A guy is playing a guitar,A man is using a pick to play the guitar,0.72260981798172
A guy is playing a guitar,A man is playing a guitar for fun,0.8544857501983643
A guy is playing a guitar,A man is playing a guitar for an audience,0.7321338653564453
A guy is playing a guitar,A man is playing a guitar to entertain,0.8224450349807739
A guy is playing a guitar,A man is playing guitar for a crowd,0.7307479977607727
A guy is playing a guitar,A man is playing guitar for a friend,0.6736711859703064
A guy is playing a guitar,A man is playing guitar with emotion,0.7268414497375488
A guy is playing a guitar,A man is playing guitar with intensity,0.7755738496780396
A guy is playing a guitar,A man is playing guitar in the rain,0.5851819515228271
A guy is playing a guitar,A man is playing guitar under the sun,0.6516309976577759
A guy is playing a guitar,A man is playing guitar in the spotlight,0.6753391027450562
A guy is playing a guitar,A man is playing guitar in the background,0.7932255864143372
A guy is playing a guitar,A man is recording while playing guitar,0.7391338348388672
A guy is playing a guitar,A man is being filmed playing the guitar,0.7218281626701355
A guy is playing a guitar,A man is playing guitar for a video,0.7408900260925293
A guy is playing a guitar,A man is playing a song on his guitar,0.8417258858680725
A guy is playing a guitar,A man is playing his favorite guitar,0.8091618418693542
A guy is playing a guitar,A man is playing a familiar tune on guitar,0.729092538356781
A guy is playing a guitar,A man is playing music with a guitar,0.8893568515777588
A guy is playing a guitar,A man is lost in playing the guitar,0.7223101258277893
A guy is playing a guitar,A man is immersed in guitar playing,0.8271673917770386
A guy is playing a guitar,A man is fully engaged playing guitar,0.7619118690490723
A guy is playing a guitar,A man is improvising on the guitar,0.7114080190658569
A guy is playing a guitar,A man is accompanying vocals on the guitar,0.6610328555107117
A guy is playing a guitar,A man is playing rhythm guitar,0.7394276261329651
A guy is playing a guitar,A man is playing lead guitar,0.7212914228439331
A guy is playing a guitar,A man is playing the guitar with style,0.8320857286453247
A guy is playing a guitar,A man is playing the guitar confidently,0.7231186628341675
A guy is playing a guitar,A man is playing the guitar effortlessly,0.7164583206176758
A guy is playing a guitar,A man is playing the guitar alone,0.6785220503807068
A guy is playing a guitar,A man is playing the guitar with others,0.7120776772499084
A guy is playing a guitar,A man is playing the guitar in a band,0.7572407722473145
A guy is playing a guitar,A man is playing the guitar next to a fire,0.6169906854629517
A guy is playing a guitar,A man is playing the guitar near a window,0.6873476505279541
A guy is playing the guitar,A man is playing a guitar,0.9123008251190186
A guy is playing the guitar,A man is playing the guitar,0.9192447066307068
A guy is playing the guitar,A guy is playing a guitar,0.9937796592712402
A guy is playing the guitar,A guy is playing the guitar,1.000000238418579
A guy is playing the guitar,The man is playing a guitar,0.8994216918945312
A guy is playing the guitar,The man is playing the guitar,0.8984310626983643
A guy is playing the guitar,A man is strumming a guitar,0.7452784776687622
A guy is playing the guitar,A man is strumming the guitar,0.7444104552268982
A guy is playing the guitar,A man is playing an electric guitar,0.8164350986480713
A guy is playing the guitar,A man is playing the electric guitar,0.8178116083145142
A guy is playing the guitar,A man is playing acoustic guitar,0.8311513066291809
A guy is playing the guitar,A man is playing the acoustic guitar,0.8346664905548096
A guy is playing the guitar,A man is performing with a guitar,0.825039267539978
A guy is playing the guitar,A man is performing with the guitar,0.8391527533531189
A guy is playing the guitar,A musician is playing a guitar,0.8050856590270996
A guy is playing the guitar,A musician is playing the guitar,0.8125127553939819
A guy is playing the guitar,A man plays a guitar,0.899337649345398
A guy is playing the guitar,A man plays the guitar,0.9072949290275574
A guy is playing the guitar,A man is holding a guitar and playing,0.8316234350204468
A guy is playing the guitar,A man is plucking a guitar,0.7030765414237976
A guy is playing the guitar,A man is playing music on a guitar,0.8627626895904541
A guy is playing the guitar,A man is playing music on the guitar,0.8736562132835388
A guy is playing the guitar,A man is playing a song on the guitar,0.8382707834243774
A guy is playing the guitar,A man is playing a tune on the guitar,0.7922623753547668
A guy is playing the guitar,A man is using a guitar to play music,0.873915433883667
A guy is playing the guitar,A man is jamming on the guitar,0.7071875333786011
A guy is playing the guitar,A man is jamming with a guitar,0.7025357484817505
A guy is playing the guitar,A man is playing a solo on the guitar,0.7018667459487915
A guy is playing the guitar,A man is playing chords on the guitar,0.7883816957473755
A guy is playing the guitar,A man is playing riffs on a guitar,0.6866551637649536
A guy is playing the guitar,A man is playing softly on a guitar,0.750608503818512
A guy is playing the guitar,A man is playing loudly on a guitar,0.7152605056762695
A guy is playing the guitar,A man is playing blues on a guitar,0.6599050760269165
A guy is playing the guitar,A man is playing jazz on a guitar,0.6071567535400391
A guy is playing the guitar,A man is playing rock music on a guitar,0.7554799318313599
A guy is playing the guitar,A man is playing a melody on the guitar,0.7347239255905151
A guy is playing the guitar,A man is playing the guitar in a room,0.6564644575119019
A guy is playing the guitar,A man is playing the guitar outside,0.8148782253265381
A guy is playing the guitar,A man is playing the guitar on stage,0.727088451385498
A guy is playing the guitar,A man is playing the guitar at a concert,0.6917369365692139
A guy is playing the guitar,A man is playing a guitar on the street,0.6798074245452881
A guy is playing the guitar,A man is sitting and playing a guitar,0.8165771961212158
A guy is playing the guitar,A man is standing and playing a guitar,0.7754358053207397
A guy is playing the guitar,A man is casually playing a guitar,0.8364124298095703
A guy is playing the guitar,A man is expertly playing the guitar,0.8535733819007874
A guy is playing the guitar,A man is skillfully playing a guitar,0.8594502210617065
A guy is playing the guitar,A man is gently playing a guitar,0.7863893508911133
A guy is playing the guitar,A man is passionately playing the guitar,0.7817826271057129
A guy is playing the guitar,A man is happily playing a guitar,0.7655764818191528
A guy is playing the guitar,A man is focused while playing the guitar,0.7950230240821838
A guy is playing the guitar,A male guitarist is playing a guitar,0.8709551095962524
A guy is playing the guitar,A male guitarist is playing the guitar,0.8678609132766724
A guy is playing the guitar,A man is playing a guitar at home,0.6337292194366455
A guy is playing the guitar,A man is playing a guitar in the park,0.6269275546073914
A guy is playing the guitar,A man is playing guitar by the beach,0.7221375703811646
A guy is playing the guitar,A man is playing a red guitar,0.7458041906356812
A guy is playing the guitar,A man is playing a shiny guitar,0.7496249079704285
A guy is playing the guitar,A man is playing a worn-out guitar,0.7405850291252136
A guy is playing the guitar,A man is playing a vintage guitar,0.7044447660446167
A guy is playing the guitar,A man is playing a new guitar,0.7464466691017151
A guy is playing the guitar,A man is tuning and playing a guitar,0.7500090599060059
A guy is playing the guitar,A man is learning to play the guitar,0.7800154685974121
A guy is playing the guitar,A man is practicing with a guitar,0.7598425149917603
A guy is playing the guitar,A man is rehearsing on the guitar,0.688571572303772
A guy is playing the guitar,A man is strumming chords on a guitar,0.6641644239425659
A guy is playing the guitar,A man is fingerpicking on the guitar,0.6553221344947815
A guy is playing the guitar,A man is using a pick to play the guitar,0.7194786071777344
A guy is playing the guitar,A man is playing a guitar for fun,0.8431890606880188
A guy is playing the guitar,A man is playing a guitar for an audience,0.71672123670578
A guy is playing the guitar,A man is playing a guitar to entertain,0.8068959712982178
A guy is playing the guitar,A man is playing guitar for a crowd,0.7173209190368652
A guy is playing the guitar,A man is playing guitar for a friend,0.6646212935447693
A guy is playing the guitar,A man is playing guitar with emotion,0.7145816087722778
A guy is playing the guitar,A man is playing guitar with intensity,0.7625675201416016
A guy is playing the guitar,A man is playing guitar in the rain,0.5802282094955444
A guy is playing the guitar,A man is playing guitar under the sun,0.6511042714118958
A guy is playing the guitar,A man is playing guitar in the spotlight,0.6691709756851196
A guy is playing the guitar,A man is playing guitar in the background,0.7872027158737183
A guy is playing the guitar,A man is recording while playing guitar,0.7300961017608643
A guy is playing the guitar,A man is being filmed playing the guitar,0.7098591327667236
A guy is playing the guitar,A man is playing guitar for a video,0.7280265092849731
A guy is playing the guitar,A man is playing a song on his guitar,0.8371412754058838
A guy is playing the guitar,A man is playing his favorite guitar,0.8065208196640015
A guy is playing the guitar,A man is playing a familiar tune on guitar,0.7224593758583069
A guy is playing the guitar,A man is playing music with a guitar,0.872732937335968
A guy is playing the guitar,A man is lost in playing the guitar,0.7225273251533508
A guy is playing the guitar,A man is immersed in guitar playing,0.8096818923950195
A guy is playing the guitar,A man is fully engaged playing guitar,0.7500846982002258
A guy is playing the guitar,A man is improvising on the guitar,0.7070577144622803
A guy is playing the guitar,A man is accompanying vocals on the guitar,0.6545012593269348
A guy is playing the guitar,A man is playing rhythm guitar,0.7329922914505005
A guy is playing the guitar,A man is playing lead guitar,0.7166389226913452
A guy is playing the guitar,A man is playing the guitar with style,0.8283858299255371
A guy is playing the guitar,A man is playing the guitar confidently,0.719186544418335
A guy is playing the guitar,A man is playing the guitar effortlessly,0.7129108309745789
A guy is playing the guitar,A man is playing the guitar alone,0.6803311705589294
A guy is playing the guitar,A man is playing the guitar with others,0.708032488822937
A guy is playing the guitar,A man is playing the guitar in a band,0.746497631072998
A guy is playing the guitar,A man is playing the guitar next to a fire,0.6078613996505737
A guy is playing the guitar,A man is playing the guitar near a window,0.6767277121543884
The man is playing a guitar,A man is playing a guitar,0.9837799072265625
The man is playing a guitar,A man is playing the guitar,0.9863821268081665
The man is playing a guitar,A guy is playing a guitar,0.902910590171814
The man is playing a guitar,A guy is playing the guitar,0.8994216918945312
The man is playing a guitar,The man is playing a guitar,1.0
The man is playing a guitar,The man is playing the guitar,0.9927621483802795
The man is playing a guitar,A man is strumming a guitar,0.7789105176925659
The man is playing a guitar,A man is strumming the guitar,0.7735351324081421
The man is playing a guitar,A man is playing an electric guitar,0.8602684140205383
The man is playing a guitar,A man is playing the electric guitar,0.863224983215332
The man is playing a guitar,A man is playing acoustic guitar,0.9022067189216614
The man is playing a guitar,A man is playing the acoustic guitar,0.9028412103652954
The man is playing a guitar,A man is performing with a guitar,0.866530179977417
The man is playing a guitar,A man is performing with the guitar,0.8774722814559937
The man is playing a guitar,A musician is playing a guitar,0.826184093952179
The man is playing a guitar,A musician is playing the guitar,0.8330304026603699
The man is playing a guitar,A man plays a guitar,0.9649121761322021
The man is playing a guitar,A man plays the guitar,0.9670303463935852
The man is playing a guitar,A man is holding a guitar and playing,0.8900989890098572
The man is playing a guitar,A man is plucking a guitar,0.7299484014511108
The man is playing a guitar,A man is playing music on a guitar,0.9202656745910645
The man is playing a guitar,A man is playing music on the guitar,0.9310493469238281
The man is playing a guitar,A man is playing a song on the guitar,0.8836244940757751
The man is playing a guitar,A man is playing a tune on the guitar,0.8530822396278381
The man is playing a guitar,A man is using a guitar to play music,0.9239624738693237
The man is playing a guitar,A man is jamming on the guitar,0.7609890699386597
The man is playing a guitar,A man is jamming with a guitar,0.7481536865234375
The man is playing a guitar,A man is playing a solo on the guitar,0.7606333494186401
The man is playing a guitar,A man is playing chords on the guitar,0.8260968923568726
The man is playing a guitar,A man is playing riffs on a guitar,0.7526612281799316
The man is playing a guitar,A man is playing softly on a guitar,0.7815936207771301
The man is playing a guitar,A man is playing loudly on a guitar,0.7509668469429016
The man is playing a guitar,A man is playing blues on a guitar,0.7133044004440308
The man is playing a guitar,A man is playing jazz on a guitar,0.681551456451416
The man is playing a guitar,A man is playing rock music on a guitar,0.8144458532333374
The man is playing a guitar,A man is playing a melody on the guitar,0.8085132837295532
The man is playing a guitar,A man is playing the guitar in a room,0.7031674385070801
